id,profit
600220,0.2514827385305008
600550,0.10027298019412598
000520,0.07212860867275153
600331,0.0671989945165159
600058,0.06490690422109487
000607,0.03261670319287298
000066,0.025135752161121495
000617,0.01652907500863182
000636,0.015553116961424446
000917,0.014730045714342997
600662,0.014465288258837035
000009,0.01403067233280933
600020,0.013710252480270888
600256,0.013097948745583319
000733,0.012994561873819447
000968,0.012597909259182659
600588,0.012157821201265667
000623,0.01133646749328799
600498,0.01106602726591896
600780,0.011021218329952065
600410,0.010956976111762164
600271,0.010161753909441112
600078,0.009023176229103846
600500,0.00899937815061306
600635,0.00857399167998847
000400,0.00844594795735586
600011,0.00842946903791091
000778,0.008320151754463065
600183,0.007869951636445077
000768,0.007825953771525694
600171,0.007598264104320911
600549,0.007535245033943519
600835,0.00750414586050311
600754,0.007437942261458027
000031,0.007429232820333255
600320,0.007342181229026532
000937,0.00729736824758601
000021,0.007166784270170936
600739,0.007087551290516148
600797,0.006423804011730321
600456,0.006322630001469369
600021,0.0063023535670392586
600126,0.006198155311266903
000970,0.0061658479416921794
600089,0.006121147328874826
000920,0.006120700568625024
600460,0.005921721915729972
600018,0.005721210530622295
000875,0.0054407375790682735
600132,0.005385994084808365
000825,0.005338503869897434
000059,0.005283959217362269
000758,0.005281473778255925
600820,0.005208036296520125
600269,0.00518872293782617
600350,0.004944035374783282
000601,0.004910079741313014
600874,0.0048955015985719455
600863,0.004845123679622573
600006,0.0047445161751081795
600795,0.004681496331151315
600578,0.004681073187993629
000900,0.004663059389618626
000997,0.004590694844501572
000100,0.0045817850597288205
000806,0.004422347826086957
600231,0.004252121265647425
600027,0.004212590787877728
600508,0.004146356126440632
000581,0.0041339816302575095
000969,0.004131918084141715
000099,0.004101927913152462
000930,0.004049619047619049
600642,0.0038128614929292693
000503,0.0038055211720394704
600718,0.0036746745707096733
600894,0.003603506542081189
600600,0.003583975457258538
600008,0.003433838083650504
600009,0.0033444538533220747
600717,0.003328579320663732
600839,0.003230635711111725
000869,0.0032300789683901367
600073,0.0032034536071882517
600143,0.003163803246245916
000528,0.0031504188588769833
000401,0.0030799494839616783
600900,0.0029667677000188722
000559,0.0027528741823086276
000878,0.0027419162160733142
600170,0.002727010881828978
600895,0.002721169524060139
600026,0.0026564288580542368
600125,0.00254130120244925
600694,0.002476553485715389
600406,0.002371189535545314
000895,0.0022788779540647117
600663,0.0022550819296205077
600569,0.0022048023505654843
600110,0.002122048213478929
600639,0.002026650284840057
600035,0.002008833402741158
600377,0.0019872749961453258
600348,0.0019401204510301265
000039,0.0019312514315300068
600012,0.0019310483427900488
600098,0.0018619241584232067
000550,0.0016810940084986776
600585,0.0016778986782025342
000725,0.0016698077109339995
000933,0.0015796628420757016
600282,0.001543044670615953
600210,0.0014740481097021009
000036,0.0014480283986089315
000898,0.001393108651249057
600583,0.0013827351180206915
000786,0.0013035994374651543
000729,0.0011050721422418456
000682,0.0010797767772345976
000625,0.0010724859256763877
000060,0.0010557861624977277
600548,0.0010113703943866858
000599,0.0009959919763716564
600415,0.0009602403685009123
000726,0.0009224254730994886
600535,0.0009079951283004384
600997,0.0007584911756944035
600660,0.0006994024386896172
000767,0.00042185648100452426
600643,0.0004185586355988807
600886,0.0004154810115393723
600085,0.0003655361881056341
600602,0.0003466616479269142
000539,0.00032844253105374023
000959,0.0002684376396531363
600028,0.00022026990835160567
600362,0.00021018010245061984
600104,0.00018962896018858214
600809,0.00018500543081164118
000698,0.00018381076481049745
600037,0.000154016249891345
600887,8.836993713610139e-05
000541,8.054648735475543e-05
600740,7.691168904561205e-05
600652,6.830473686658678e-18
600207,1.8973538018496328e-19
000068,-1.951563910473908e-18
600970,-4.8733819977423115e-05
600598,-5.4634444337624006e-05
600309,-0.00019816075378619683
600674,-0.00029558894599741176
000089,-0.000328347363585277
600307,-0.00046901422121676216
600597,-0.0005005100041709709
000717,-0.0005058170073215683
600779,-0.0006065902630561851
600808,-0.0006243338964230197
000807,-0.0007341668550491986
000027,-0.0008374333868079998
002024,-0.0008574585753253258
000423,-0.0008619874298832018
000425,-0.0008965172852813388
000488,-0.0009042577228516838
600031,-0.0010155454276310604
600637,-0.00101773332295674
600616,-0.0010844868286460276
000983,-0.0011934099963719254
000402,-0.001197080309910585
600033,-0.0012390714648500005
000012,-0.0013476419759798294
600019,-0.0013689190905851634
000960,-0.0014596728678539115
600308,-0.0015620727266321697
000709,-0.0017700757100058404
600628,-0.0017723262440847611
600688,-0.0018588419025477947
600151,-0.0018626318694696673
000630,-0.0018760747980455092
600519,-0.0019056829427077744
000651,-0.0019273346377950335
600299,-0.0022452249990565568
600267,-0.0022874009437999277
600675,-0.002315305277723716
000061,-0.0023732835377222013
600060,-0.0023784858871266643
000708,-0.0025965717498046053
600196,-0.00267007156590932
600057,-0.0027879100671679997
600062,-0.002830677830542118
000822,-0.0031093509800098804
600655,-0.0031637618922362113
600741,-0.0031941388924931445
600010,-0.0032755781676986053
000858,-0.00329637384689994
600236,-0.0033701058973833655
600276,-0.0033988129706341206
600138,-0.0036237189697841915
000761,-0.0038342381054983577
000568,-0.005111790951065473
000088,-0.005131928249653094
600690,-0.005477116723124582
600004,-0.006404019492045061
000002,-0.006544773920445133
600188,-0.006751767079713065
600581,-0.00708047218408558
000538,-0.008052097867236357
600115,-0.008182197791118517
600521,-0.008335238448570714
600383,-0.008509054380152524
600649,-0.009014444119023388
000792,-0.009645234671129013
600221,-0.010202324123158702
600029,-0.01437037676170187
600770,-0.015027727226784554
000022,-0.01805433274686198
600724,-0.018533686561315217
000793,-0.0214261030770508
000063,-0.026088632805981213
600333,-0.0593455050245017
600215,-0.08778022750552646
000939,-0.48150937357744206
